,date_info,name,title,content,rating
2166,Reviewed in India on 8 June 2020,Brighty,It's a great product at a great price. Go for it without the hint of a doubt.,"I have been using the 64Gb variant of this phone for about two weeks now and is extremely pleased with the product. As a user who isn't much into the technicalities of the phone and mainly focuses on the simpler parts like the memory, camera, sound quality and performance, I find this to be a gem. The functioning is smooth and easy. The cameras, both the rear cam and the selfie cams are exceptionally good. The biometric scanner works at the speed of light with any lag. The sound quality and picture quality of videos played on the phone is remarkable. The only thing thay bugs me about the phone is the fact that the audio jack of the phone is on the underside, next to the charging port with makes ne a little uncomfortable. Overall It's a great product at a great price. I would totally recommend this phone, go for it without the hint of a doubt. 👍",5.0 out of 5 stars
2167,Reviewed in India on 14 December 2020,62AK,"Rough & hard slots, poor touch","The ejection pin, SIM / Memory card tray is very rough and difficult to push and so is USB slot / port and the connector. Either the slots are of very poor quality or the connector, tray & pin. They are like inferior quality parts of toys which are used for few days and discarded. Every time to charge the phone is not a smooth experience to push the connector in the slot.. Touch is not good, for some usage it is normal and for some it is difficult to use comfortably. one has to repeatedly try. It is not possible to enlarge videos, which is also not good.",4.0 out of 5 stars
2168,Reviewed in India on 26 March 2020,Amazon Customer,Samsung Galaxy M31 - Best of the Best,"The Best Ever Battery and Camera for limited budget..💥💥 Hope Samsung produces more new smartphones on this process with battery n camera .. The 1st Best Thing in Samsung M31 is CHARGE almost lasts for 2 DAYS. The 2nd Best Thing is the yr MP Camera is very much better to capture the pictures with Live Focus, Pro Mode, Night Mode , Food Mode, Slow Mo, Super Slow Mo and Hyperlapse. As it is mentioned M31 is a Fast Charging mobile, it takes almost 3 hrs to charge 100%. It should have alleast charged 100% within half an hr to 45 mins. Charging Time is the only backlog for M31. Please Charge it during N8 hrs. If it is charged Once, It will Surely last for 1 and Half days for Sure for regular Mobile Users. It's best to buy this Mobile especially for Low Budget Users.",5.0 out of 5 stars
2169,Reviewed in India on 2 September 2020,Sudar NS,Best featured Quality mobile but very average camera quality,"Best Quality, various useful features. But the finger print sensor is working little bit slow. Sometimes it doesn't recognize. Face Recognition is not worthy. And the main point is camera. Actually, i was using galaxy j7 prime. In that camera quality is very super. But I expect galaxy M31 camera has improved version. But i totally upset about image quality of Galaxy M31. Atleast samsung put galaxy j7 prime camera to the galaxy M31. I mean the features of the camera are best. Optimize photo capturing is amazing features but the image quality is very poor. Other than camera, the best mobile in this budget. But i guess, all people are buying mobile based on camera quality. So, samsung must improve image quality.",5.0 out of 5 stars
2170,Reviewed in India on 17 October 2020,S R.,Monster all-rounder!,"Lives up to its name! Monster battery backup, monster screen and monster camera. Graphic intensive games run smoothly as compared to its rivals like Motorola One Fusion plus. Touch feedback is butter smooth which makes gaming experience very immersive and enjoyable. Excellent camera for all lighting conditions and videos on the phone came out very professionally. The screen quality and brightness is exceptional which is expected from Super Amoled Display. With full usage of gaming and watching movies battery easily lasts more than a day. Full recharge takes about 2 hours. Overall I'm very with the purchase and happy to give five star rating.",5.0 out of 5 stars
2171,Reviewed in India on 27 March 2020,francisco cabral,Only buy if you're an average user and your priority is battery life.,"Should be fine for an average user. I dont think this phone can handle heavy gaming. The only game I play on this phone is coin master and I've seen that game not load or just close on its own like 5 times in the 2 weeks I've owned this phone. Camera isn't that good. Display is ok. But its the large battery that is the only reason I bought the phone, and it does last long. Light gaming, YouTube, instagram, twitter, and other daily tasks is no problem for battery life. You can easily see 9+ hours of screen on time, I've seen as high as 11+. I was glad to see there is no idle battery drain. I go to sleep with the battery at 90% and when I wake up in the morning the battery is still at 90% or sometimes 89%. Which is great.",3.0 out of 5 stars
2172,Reviewed in India on 13 November 2020,Kalyan,Average,"Not biased review. Previously am using mi note 5pro. In exchange I bought this .now am feeling bad for giving note pro it is so good compared to m31,. Guys this phone nothing great camera is just ok clarity features fingerprint is also slow. Camera light is so dim so can't expect great photos in dim",2.0 out of 5 stars
2173,Reviewed in India on 14 July 2020,Avinash,Amazing but needs improvement,"Amazing phone at this price! Two things that it needs to be improved and those are the front camera quality and the battery. Even though Samsung has claimed that it is a 6000mah battery and I have been using the phone for the past one month, it usually drain quite quickly. One thing I love most in this phone is the night mode which is quite impressive. One more cons that I have come across is, while using rear camera for clicking photos in zoom mode, the picture is not so good. Apart from this, everything is perfect at this price range.",4.0 out of 5 stars
2174,Reviewed in India on 30 July 2020,BALARAMAPPA B P,Wonderful mobile Samsung Galaxy M31,"I like this because every angel of m31 is the wonderful mobile photos,camera is best fashion in hand ,battery is massive, super display, and very smooth operating system and superior quality hand set ,finally everything is massive and much more fine, thanks to Samsung.",5.0 out of 5 stars
2175,Reviewed in India on 2 June 2020,Amazon Customer,Absolute winner. Go for this device.,"Absolute winner in this price segment.(6gb 64gb). Ocean blue color is pretty decent and cool.. No lag. Multi tasking, split screen , call quality, signal reception is excellent. Best is the screen and battery life. For 2 hrs of pubg , 1 hr of ludo/ candy crush , chatting, streaming contents/ social networking for 2 hr , the battery remains at 35-40 percent on wifi and 25-30 % on jio LTE data.. Camera is good in bright light.. Got this phone only for its monster battery backup, but it came out to be a all rounder.",5.0 out of 5 stars
2176,Reviewed in India on 25 October 2020,Subrata,"This is a overhyped, run of the mill phone. ..","This is a overhyped, run of the mill phone. ... 6000 mAH battery.. really? .. very poor power back up .. Front camera picture quality and processor speed way below average.. Dual msngr support is limited to Whatzapp, Snapchat and FB. Why ? ARE THERE NO OTHER MSNGR ? OR SAMSUNG DECIDS WHICH APP NEEDS TO HAVE DUAL APP SUPPORT ?. No OS level app lock? This SSecure(developed by samsung) doesn't even support dual whatzapp lock?. It is a waste of money to buy this phone. And waste of time to write a review for this. There are far better phone in terms of feature and functionality available in the same price bracket..",1.0 out of 5 stars
2177,Reviewed in India on 24 September 2020,jeeva,"""BEAUTY WITHOUT BRAIN""","Internet speed:""very very poor"". In the internet world, a mobile phone with low data speed is a curse. My old honor 6 which is 7 years older than galaxy m31 is ten timer faster and still functioning superbly. I just changed it because of the storage limitations.. All other features: average only(not as hyped).. Built and look: very good(who needs good looking phone with pathetic internet speed). Conclusion: mobile phone is not an art to enjoy its beauty, rather it should perform well.",2.0 out of 5 stars
2178,Reviewed in India on 16 June 2020,justin durai,Samsung M 31 worth 7K only . Worst 1MP camera.,I Bought this phone on June 14 th after opening the box I got disappointed. The first pic I took in the front camera is the worst camera pic I have ever seen .There is no pixel or clarity it looks like 1 MP camera. After that I took a pic from back camera the picture looks as if it is taken from some basic phone .I got this phone for 18 k within 5 hours I sold it to my frnd for 14 K who recommended this phone for me. Already I'm using asus mobile for 9 K the camera is much much better than M31.. Secondly I went into the youtube and opened a 4K video and went into the setting to change the resolution to 1080 pixel video but it was an sock to me the maximum resolution value is 480 pixel only.You can play the video in 480 pxl only.Tats y they did not release the mobile in the showroom. Pls guys don't buy M31.,1.0 out of 5 stars
2179,Reviewed in India on 5 August 2020,Sarthak Sahani,"Awesome, Value for Money, Best Made in India Product at this Price.",Great features in this Budget. Look wise mobile is cool. Battery life is great. With one full charge it is easii lasting more than one and half day. Camera is great . Mainly the macro camera and the live focus feature. One of the major plus point is super AMOLED screen. It's vibrant. Android 10 on top is a cheese on burger. So satisfied with product that reviewing after using almost 15 days. NOTE- i normally don't review.. Thanks Amazon for early delivery.. One more best thing is It is Manufactured in India( zoom the image and u can see).. I will suggest anyone buying the phone just order a back cover with the mobile As the back is polycarbonate. And Blue looks more classy than the Black.,5.0 out of 5 stars
2180,Reviewed in India on 19 March 2021,SIBA NARAYAN HOTA,Always go for latest model,Mobile is very handy and look is cool..Don't know weather I got a defective piece or what. But I applied for a refund with in two days of delivery...Network and connection issue.Though full network is available it allows only emergency calls and internet is pathetically slow...I made a mistake to go for a one year old model keeping only Samsung name..But was wrong,2.0 out of 5 stars
2181,Reviewed in India on 10 July 2020,Divya,"Can go for it, if camera is your only priority.","Hi All, so it's been 3 days that I started using this phone. First of all, I purchased it as it had a higher rating and this is the first time I am using a Samsung mobile. The mobile has a good camera and battery life but then there are cons too:. 1. It takes really long time to charge. Around more than 1.5 hr to get 100% charged.. 2. The back panel of the mobile is very very slippery, so for someone like me who want a grip to hold I feel that we should get a really stronger cell case.. 3. No user manual is provided with the phone nor the sim insertion pin that we get for all the phones these days. Packaging could be much better than this.. And one point is that, As I am a one plus user earlier I feel this mobile is heavier and thicker compared to it. I felt lil discomfort in it. But with these three days of usage I'm okay now.",3.0 out of 5 stars
2182,Reviewed in India on 19 November 2020,A G Mahesh Chandra Yadav,Should be more user friendly n shud b more flexible like my previous phone Redmi 3s prime,"Sometimes finger print does not work. Also some basic features r not so user friendly like screenshot taking is a big task, Calendar does not have any world events showing, transition effects r not available for apps, app renaming is not available, message tones r not good, speed booster, battery scanning, automatic closing of running apps in background not available. For setting alarm I had to go into clock app but in previous mobile-Redmi 3s. it was just a clock on time on home screen. All these r the features which I had in my Redmi 3s prime mobile which is very user friendly n it just costed me rs8999.",3.0 out of 5 stars
2183,Reviewed in India on 5 August 2020,Abhishek Kumar,Satisfaction level 200% 🤩🤩,"One of the best phone I used, this phone is amazing in every terms:. Battery: I do wfh and hv to use phone every single minute. I used for 2 days after full charge.. Camera: just woow quality , fully satisfied, shared some pic kindly check. You can even see my dandruff spreaded all over the key board 🤭🤭 fantabulas quality. Micro feature is the best. Vedio quality is speech less, and the slow motion and super slow motion is the best thing in this phone.. Watching movie experience is best experience u will find. Such clear view 🤩. Thanks @Samsung this was my first Samsung phone. And you have added one more fan in ur list. Fully satisfied phone.",5.0 out of 5 stars
2184,Reviewed in India on 7 June 2020,Vishnu Mohan,True review after 2 weeks of usage (muat read before buying),"It is a wonderful product from samsung in this price range.as we all know the other options available which are realme , xiaomi, redmi out of them i was fascinated by samsung because of the spectacular super amoled display packaged with infinity u display minimum bazels and 6000 mah huge monster battery which will hold your back 1 to 1.5 days with heavy usage.Last by not the least the samsung processor will give you lag free experience for dialy usage amd for intense gaming it will be working fine in medium settings without any frame drops.The quad Camera setup in also very good in this phone which is also good in day light as well as artificial lightning conditions and gives us power to record the front as well back video with 4k resolution and front camera in this 32 mp camera which is good and the is supported by typical samung software to enhance the colours and skin tones which makes the every click look good.. The only feature i wish it had is in-display fingerprint scanner.. I think in this price range it is one of the best phones which i can say tue value for money product.",5.0 out of 5 stars
2185,Reviewed in India on 12 July 2020,Richa Arya,Decent  phone with great camera,"I am using this phone from last 2 months and i am happy with this phone.. battery life is good, if ur heavy game user dont expect so much... Yeah it takes more than 2 hrs for charging..",4.0 out of 5 stars
2186,Reviewed in India on 25 August 2020,Vikrambishnoi,Not a good product,I am writing review after 2 weeks of using...I face 2 major problem. 1. Network issue in the system its having always 2 bars and network drainage during my online class..... 2.It having heating issue if you will use this system for 1hr it becomes hot ...I think there is a major problem which I face..... 3. Samsung doesn't provide any case or temper so we have to order or buy from any other place...so I ordered a popiyo glass..that was a duplicate product. So if you are a student or heavy user than don't buy this product.... Go for Motorola fusion 1 plus that's a good alternative choice...it's suggestion from my side.,3.0 out of 5 stars
2187,Reviewed in India on 12 June 2021,shriyans g.,Worst buy ever as Samsung phone,"From the first month itself phone started to freez and restart on itself, turned off battery optimization it didn't work, turned off other YouTube suggested settings it didn't work, did factory reset it didn't work, update security patch it didn't work, got software reinstalled at service center it didn't work, now last option suggested by service center to replace motherboard, hope it resolves the issue. Battery life is good. Camera quality is poor as compared to my old Moto single camera phone. Yellowish screen as compared to my Samsung on6",1.0 out of 5 stars
2188,Reviewed in India on 2 June 2020,AjayP,Amazing M31 with Good features,"I use the product more as a phone, but the graphics - playing games or watching videos is amazing. its very light weight. I wanted phone with good memory and storage area which i got it. The camera quality is also good. Samsung has given all the features in one phone which are necessary for any person. overall its a very good product by Samsung.",5.0 out of 5 stars
2189,Reviewed in India on 18 June 2020,D,Not up to Mark of expectation,"I had purchased 8 GB version- and on day 5, i am not even able to take a whatsapp call. I dont know weather its a phone issue or app issue. Overall- the camera is OK. Please use 12 MP instead of 64 MP. The camera app is too simple or complex- that i an not able to locate shutter speed.",3.0 out of 5 stars
2190,Reviewed in India on 27 May 2020,Vinit,Worst phone.... i am changing my review from 5 star to 1 star after 5 months of use,"5 months ago, I gave very good feedback about this phone. But after using for almost 5 and a half months this phone is giving a lot of trouble. As you can see in my uploaded image, this phone screen is frozen. It happened several times. The phone restarts itself several time and sometime it will be stuck for an entire day. This problem is impacting my work life. I cleared the memory, I removed and uninstalled many apps but still no result. The worst part is that I am trying to get my money back and I requested for a replacement also, but customer care is not at all helping me out for this process. I am facing this issue for the last 20 days..... this is the worst service from Samsung. I feel like cheated. Folks, please think twice before buying this phone.",1.0 out of 5 stars
2191,Reviewed in India on 4 November 2020,punit kapoor,Battery life is worst than 3500mh phone,Supposingly this is the best phone in term of battery life. My device is taking atleast 4hours for full recharge and Samsung advertise that this phone has fast charging capability. Its battery is even worse than 3500 mh battery phone.. I got my phone exchange within 3 days of purchase because of WiFi issue and now this phone has battery issue. It seems Samsung don't concentrate on quality and spend heavy only in advertisements.,1.0 out of 5 stars
2192,Reviewed in India on 4 September 2020,Majesty Wishes,After 4 days _ Wish I bought the nord and wish I had something to use if returned this,Good : yes its priced very low for a good amoled screen phone. Bad : the phone heats a lot from the ear piece side and can't even keep it close to ears if used to for more than 15 minutes for calling. Its doesn't exactly fast charge and takea a good 2 hours without use to full charge the phone . But ofcourse its maybe coz its 6000mah. The camera only has big mega pixel numbers but I wouldn't say it's shows visible difference when compared to 16 or 12 mega pixel cameras. A few sudden reboots and weird behaviour such as sounds going on and off of keyboard taps has been observed.,3.0 out of 5 stars
2193,Reviewed in India on 5 August 2020,Karthikeyan E.,Worth for money👌👌,First of all it's worth for money. As it advertised megabattery has a mega standby time. Charge stands 2 days for normal use. Camera quality at it's best when you have enough lighting. Depth sensor and macro doing its job at best. Fingerprint scanner is very fast. You dont know whether you touched or not. Even face unlock does its job good. Processor also fine. Phone didn't heat up even you play pubg or freefire for more than 30 minutes.,5.0 out of 5 stars
2194,Reviewed in India on 28 September 2020,Dpd,बढ़िया !,really amazed by the battery back up. 2 days !.... most importantly the quality of pictures and display options are much better than other competitors. the only game i play is ludo and sometimes gaurdians of sky....so no issue over there...touch and screen is also awesome.. i did not like the position of the finger sensor. it is quite above but people hold the phone from lower part so one has to do extra effort to move the finger upward to touch the sensor. the phone is very slippery so not for people who handle phone roughly.. बाकी सब ठीक है और 17.5 k में और इससे ज्यादा क्या चाहिए ! वैसे भी 3 साल भी अच्छे से चल गया मतलब पैसा वसूल ।,5.0 out of 5 stars
2195,Reviewed in India on 2 June 2020,Prabhat maiti,True monster,"As the caption by the company tells, it's indeed a monster. Battery is a beast. Started at 30% and played 4 battle royale games. Battery drained only by 7%.. Finger print sensor is highly responsive and even the face unlock feature.. But camera requires but more stability. If you have an extremely stable hands while taking pictures, you'll definitely get masterpieces. But if your hand shakes, edges become a bit hazy. After all 64MP at this price range is unbelievable. So these small mistakes can be forgiven.",4.0 out of 5 stars
2196,Reviewed in India on 13 July 2020,Krish,DISAPPOINTED,"Updated Review After 5 months of usage.... Very Disappointing. Please provide good software updates atleast... spend 19500 on this piece of crap.. Charging problem, sometimes it won't charge in fast Charging mode.. Camera, focusing issues, night mode video quality is very low even in UHD.. Many other irritating issues.. First Review-. Heating problem.. Camera quality is not good even in 1x zoom. Please update the software.. See the attached pics I took... 8x zoom is not good. Marcos is fine.. Using Samsung for more than 6 years. Galaxy Core i8262, Galaxy On Max, Now M31. Camera quality is going down.. Phone performance is superb. Camera not that good.. Price is little high.. 50% satisfied.",2.0 out of 5 stars
2197,Reviewed in India on 16 August 2020,Mohammed Azharudheen,Amazing buy for this price range,After 5 months of use I am decided I wont recommend samsung handsets to anybody. My phones motherboard got damaged just on the 5th month. Customer service said it is due to a bug while updating the software. Thnak god i had 1 month warranty remaining and got fixed it with no cost. I have to say the processor is very bad that even 10k range innote 1 would beat it. Gameplay is laggy. Even phone gets hang sometimes when you take ut out of pocket and open it using fingerprint. This lag will take upto 10 sec of your time. I raised these issues on customer care but they told me that you should get a phone above 20k inrder to get decent performance! I mean... are you serious?? I have previously used xiom note5 and it was a beast during its time and its just 12k. I lost all hopes for this handset and will go for some one plus handset next time.,2.0 out of 5 stars
2198,Reviewed in India on 9 September 2020,Amazon Customer,Ease of use,"While drop down on the main screen, we should be in a position to select and place our icons and easily use them instead of searching for them. Earlier I could arrange screen shot icon like that easily use it. And there should be an additional security by a password for our gallery/ photos, so that others cannot easil see our personal photos. Similarly all personal apps like Whatsapp, or any, as we choose, can be protected by separate access passwords. When we want to type text in mail,WhatsApp, Twitter..etc., we need a facility,whereby if we can select a language and then dictate by voice, it should type it,editable by us and then finally post,to increase comfort. This is regarding Samsung M31 phone",4.0 out of 5 stars
2199,Reviewed in India on 10 November 2020,Raj deep,Your cash won't go in trash,"I was being cautious while buying my phone this time at a modest budget of 20k. I was also curious about reviews from every buyers, Youtuber's and at last I reached to my nomination Samsung M31. The phone met my price and camera expectations as I don't play game so no feedback about those but overall it was good for a decent use.. The camera is promising at this price, face lock is fine but finger lock sucks in my case.. In the end, I m a customer of this product for about 6 months so I m still happy with it",5.0 out of 5 stars
2200,Reviewed in India on 1 August 2020,Gujar Aniruddha,Truly a Mega monster 🔥😈,This is one of the best budget smartphone by Samsung 🔥❤️. Is has 64 mega pixels primary camera which click best quality images and the selfie camera is 32 mega pixels. There is a feature where the camera itself suggests you the angle to click the best shot. The amoled display gives best experience while watching movies. Also the battery is 6000 mAh battery which last for 2 days minimum. This is a good package deals in recent smartphones and the mobile is manufactured in India ❤️. Best part about this device is is doesn't show you stupid ads like Chinese phones and your data is secured. U should definitely buy this phone if u have budget below 20k 😌,5.0 out of 5 stars
2201,Reviewed in India on 22 March 2021,Triyadhish Kumar,A superb phone in mid range.,"It's a nice compact and slim light weight phone.the camera is very good,sound quality awesome and storage is perfect. The battery 🔋 lasts more than 2 days for me. What else you may want. Everything here is superb for an affordable price. Love ❤️ 😘 it. 😎 AWESOME.",5.0 out of 5 stars
2202,Reviewed in India on 14 November 2020,Shailendrasinh Chauhan,Worst experience with Amazon. Buy it offline.,"Faulty product! Around finger print sensor, there is significant gap! Amazon is not ready to replace! Asked to go to service center and get ""denial of service letter'. Visited service center on 13-11-2020 and they said we will not provide any such documents. Service center also said that Amazon should replace the item and it's totally in their hands. Now Amazon and service center both are playing with customer and making fool of us. Seen one device at service center which was having same problem and got bump due to this gap. So it's a serious issue. There are full chances of getting damage to device due to this. Water/dust can easily go inside. And neither Amazon is ready to be help nor Service center.",1.0 out of 5 stars
2203,Reviewed in India on 30 May 2020,Surya Prakash,If you're looking for phone around 15k with decent performance... This is the best,I've used this product for nearly 10 days and now I'll share its Pros and Cons.. Pros. 1) It has a great battery life.. 2) The display is bright and rich in details.. 3) Camera is very good (But i would say one of the best in this price segment).. 4) Sound output is good.. 5) Overall design is good sleek and light weight.. 6) Samsung UI's user experince is easy and stutter free.. Cons. 1) The phone seems to be a little slippery.. 2) Gets warm while playing heavy graphics games Pubg or pes ( was a bit disappointed). But it's Kay when you keep the settings under balanced or medium graphics. Not recommended for heavy gamers.. 3) Plastic body doesn't give a classy look.. 4) Charging speed is very slow (But you have to accept it for the bigger battery size). Takes approx 2.5 hours for 0-100%.,4.0 out of 5 stars
2204,Reviewed in India on 12 November 2020,Aman Gupta,Monster battery and Amazing display,Firstly and most importantly the battery in this phone is literally a monster and easily lasts 1.5 days even fpr heavy users and 2 days easily for moderate users but since the battery is 6000mah it takes more than 2 hours to charge it completely but then again you wont need to charge it daily.. The phone feels sturdy in hand though the back is plastic and will need some protection from scratches and fingerprints. The camera is decent along with macro lens and portrait mode. The biometrics are little slow sometimes fail to detect specially the facial recognition unlock. The display is crisp and tough is up-tp mark.. Overall a recommended phone who prefer a looong lasting battery over other things.,4.0 out of 5 stars
2205,Reviewed in India on 19 March 2020,Raja Mukherjee,Excellent option at cheapest price in the range!,Though I was apprehensive to buy this phone after using my previous One Plus 5 for the last 3 yrs yet I must say that this by far the best decision I have made in the month! #M31 is a monster rightly as highlighted in their ads constantly. Few of my friends were chosen to give the first reviews and I am glad I believed them!. The 64 mega pixel camera is fantastic and has a good AI attached to it because it can differ food objects and nature pretty vividly. The finger print sensor at the back is quickest indeed. And the battery life is super amazing too. Though the charging scene is a bit slow but it's okay to give that time off to the phone once in two days.. I chose the 128 Gb option since I have a bundles of data to carry and the phone is clearly standing up to my expectations in the last 10 days.,5.0 out of 5 stars
2206,Reviewed in India on 5 August 2020,dileep kumar singh,"Good Phone but worst design ever, screen broken just on a small drop","M31 screen is broken on just a single drop. very worst design. there is no warranty on screen,other worst thing is when you go to service center they will ask to change the entire display (costs nearly 5000) even if display is working well, only screen has broken, why we need to change the entire display.. I would suggest people to go for other phone, Motorola is better, I used moto g4 plus for more than 4 years without having any problem.",1.0 out of 5 stars
2207,Reviewed in India on 5 August 2020,Ranjit Panda,The Best Monster...,Everything is good in this phone like from build design to battery all are good all hardware components and softwares even are the best chosen products by Samsung. And one more thing I would like to say about its camera yes it clicks the picture as natural as it is. And the battery is good enough to let you use it about 9 hour even if you use it hardly. One thing I didn't love but like is it's back case.,5.0 out of 5 stars
2208,Reviewed in India on 30 November 2020,Manisha Panda,"FAST BROWSING, NICE BACK UP, GOOD QUALITY PICTURES","The Samsung Galaxy M31 phone has got all the extra edge smart features. High SQ (Smartness Quotient). Space black has actually got the dark colour of space.. Distinguishing element : It has got two types of apps - 1) Personal 2) Discover. Battery life is awesome.. Audio quality (Dolby Atoms) is superb.. Screen display is eyes' friendly.. Easy use for both beginners and advanced.. Overall a great purchase with INR 1000 cashback.. Just, after my purchase, there was INR 2000 cashback. So,feeling little bit low in terms of monetary benefit.. With flip cover, the fingerprint doesn't work with 100% efficiency. It's a time-lagging process.",5.0 out of 5 stars
2209,Reviewed in India on 22 October 2020,Shilpa,True to it's name Mega monster.,"Value for money.. I am writing this review after using it for two months. This is best thing you can get at this price from a reputed brand with Made in India tag.. - Android 10. Beautiful looks. - Amazing Display with Blue light filter. Amoled display at this cost is awesome.. - Performance is good and Smooth. Heats up a bit during charging.. - Big 6000 Mah battery works for me entire day or more.. - Fast charging and 15W charger top with phone.. - Camera is really good. Macro performance, single take and many amazing features in such low cost.. - Feels good in hand.. Go for it without any doubt.",5.0 out of 5 stars
2210,Reviewed in India on 30 July 2020,Aashay.B,Overall Value for money device,An amazing phone for an amazing price.. -The phone has awesome battery life.. I was able to play PUBG for 7 hours without charging the phone again. I was playing with HD graphics at Ultra frame rate speed and I can assure you that the gameplay was amazing.. The camera performance is amazing and both the hardware and software is great. Probably the best camera under ₹20k.. The samsung OneUI is also great and makes it feel like a premium phone with minimal bloatware. The phone is amazing everything about it is great.. You must consider buying this phone. The other chinese variants have a lot of bloatware.. The only con of the phone is that it takes a lot of time to charge.,5.0 out of 5 stars
2211,Reviewed in India on 5 August 2020,akmal quamri,GLAD WITH MY DECISION TO BUY GALAXY M31,"Samsung galaxy m31 is really fantastic phone. No phone is best under mid range but still I find this device is one of favourite device as this is completely secure device, user interface is awesome, camera is a bit of disappointed but for me camera is not everything neither game, beyond this I am really happy to have this phone. Samsung is well known for hardware and which proves it again, display is also thumb sup, still the time I did not face any lag issue with device, I definitely recommend the one who are apart from game only, rest is really satisfying for me as I am a corporate user.",4.0 out of 5 stars
2212,Reviewed in India on 14 August 2020,sachin yadav,"Made in india , value for money!!","Its been about a month since i am using this phone. ""Battery life"" is really amazing. ""Camera quality"" you can see the pictures , i think its really good. No heating issue till now. I don't play pubg but the "" display"" gives you a great view i observe it while watching movies. Dolby atmos and sound quality is good too. Everything is there in this phone. One issue is design it quiet simple! Not give premium feeling but its upto mark although we need to use back cover to protect the back panel from scractch. A bit heavy but most of the mobile are now..once you start using it you will be fond of that. Go for it you will not feel like you waste your money .. battery is a real issue now a days so this mobile removed that.. Its made in india",5.0 out of 5 stars
2213,Reviewed in India on 13 March 2020,Amazon Customer,A well balanced device to have.,"Display : This is an oled panel, the colors are. absolutely gorgeous. No flaws.. Battery: This is again a plus point in this. device, I use my mobile phone for 2. or 3 days once it's fully charged.. Camera : 64MP camera has some dynamic. range issues but it is good for the. price segment.. 128 MP camera performs good in. daylight not in night.. Macro lens is great.. I usually take less selfies. But the. selfie cam is pretty decent.. Charging time for this device is long because of the monster battery.. I do not play games on mobile phones. So can't say much about gaming performance.. I use a lot of applications concurrently and this device hasn't failed me yet.. I am very satisfied with device.",4.0 out of 5 stars
2214,Reviewed in India on 28 August 2020,Govind R Deshpande,Short review,"Phone quality is superb at this price point I got it 17500 as compare to redmi 8 pro and redmi 9 pro u can can choose it , user got 3gb of free ram and 108 gb for storage battery is enough big without any use only for calling 2 days , it also provides fast charger but am disappointed micro camera which is not clear as what I expected at this price rate main camera 64MP which aesome u must buy also no advertising like redmi phones it's provide free themes but it's limited , you can use at time 3 to 4 application on screen using pop up window feature no protective cover provide by Samsung also no earphone it's bad thing from samsung mobile",4.0 out of 5 stars
2215,Reviewed in India on 24 March 2020,Ankit T.,"Value for money, except for dash charging","I changed to Samsung M31 from One Plus 3, which I was using for 3.5+ years. This phone was a major upgrade for me. Quad- camera, super Amoled screen and humongous battery are the super cons of the phone. Being a non-gamer, I have no issues with the performance. But, overall the phone is absolute value for money. I would like to add a few cons, which I think should be taken into consideration while buying this:. 1. No dash charging. Having used One Plus for quite a long, charging the phone becomes a bit painful for me. It takes close to 3 hrs to fully charged from zero. But, having a 6000 mah battery, it takes a lot to time to get drained as well. I was able to use this phone more than 24 hours on a single charge with quite heavy usage and screen time.. 2. The speaker could have been a bit louder. It's not bad, but could have been better.. 3. The phone is not meant for heavy gamers.. 4. Camera UI could be improved a lot and could me made more clean and clutter-free.",5.0 out of 5 stars
2216,Reviewed in India on 4 September 2020,Siw,M31 camera (64MP)and battery(6000 mAh) are average.,"I am using the Samsung Galaxy M31 6GB with 64GB storage phone for the last 6 months. As per my experience, I made this review about this phone. This is an honest review from my side. I especially work on the battery and camera of the phone.. Pros:. - Display Quality of the phone is amazing!. - Touch quality is also nice. -Performance of the phone is good for normal usage like browsing, watching videos. I don't found any hanging problem until now.. -Both SIM slots are LTE. This feature is very good and value for money.. -Storage capacity is 64GB, which is fine.. - There is an average battery and almost double from a normal phone battery.. - Camera quality is also average as per the range of the phone.. -Sound quality is ok.. Cons:. - Material of the body is not good at all.. -6000 mAh battery is also not as claimed. However, the battery is more than the normal phone battery with 2500 to 3500 mAh.. -Fast charging is not good. it takes around 2 hours to charge the battery. -Camera of the phone is not honour the 64MP quality and 32MP quality. However, as per the price, it is ok.. Rating: 3 out of 5. Value for money: Yes. To know more about my experience please check my review on youtube https://youtu.be/SzUwRl1769s or title of channel Buying Ideas & Reviews",3.0 out of 5 stars
2217,Reviewed in India on 10 June 2021,moorthy,Waste Samsung phones,Don't buy this phone.i am using last 6 month now my phone have hanging problem.i am visit Samsung service center they told phone board problem.same problem have lots of customers in service center.if warranty period no cost.incase no warranty board is 10000.so don't buy Samsung phones,1.0 out of 5 stars
2218,Reviewed in India on 10 April 2020,Vaibhav Shersande,Got stuck while installing update and cannot recover mobile.,"After one month of using phone when i tried to update system it got stuck at installing update.. Tried using volume down and power button but it again stuck at same point. Contacted samsung customer care online they suggested to contact service center physically after lockdown. :(. Till lockdown i will not be able to use whereas we need mobile most in these days.. After 4 months mobile lags in between. If we switchoff when battery is less than 30 percent it will not start. Once we connect to charger then it starts.. The wifi speed is very low, I use another mobile for with same sim for faster internet speed.",1.0 out of 5 stars
2219,Reviewed in India on 8 August 2020,Ravi D,Value for customer request,"On the next immediate day of receiving the phone, I checked with the performance and found that this device is not up to the value and requested a return / replacement (with 50% more than the cost of the product received).. Till now, no communication on the matter is received and am assuming it is the fate of the online buyers who become prey in the hands of irresponsible B2C sites.",1.0 out of 5 stars
